extraction_number,paper,subject,predicate,object,source_section,confidence,passage,sentence_ref
113,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,FriendshipDomain,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(FriendshipDomain),use their ethnic language mostly in four domains: ‘friendship’
114,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,ReligiousDomain,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(ReligiousDomain),use their ethnic language mostly in four domains: ‘religious’
115,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,MediaDomain,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(MediaDomain),use their ethnic language mostly in four domains: ‘media’
116,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Parents,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Parents),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
117,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Children,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Children),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
118,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Spouses,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Spouses),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
119,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Siblings,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Siblings),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
120,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Grandparents,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Grandparents),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
121,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Relatives,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Relatives),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
122,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,ExtendedFamilyMembers,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(ExtendedFamilyMembers),"with parents, children, spouses, siblings, grandparents, relatives, and extended family members"
123,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,SocialNetworks,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(SocialNetworks),use of ethnic language in social networks
124,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,Workplaces,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(Workplaces),use of ethnic language in workplaces
125,paper1,GaroCommunityMembers,USE_ETHNIC_LANGUAGE,ChildrensEducationalInstitutions,Page 6,High,(GaroCommunityMembers)-[USE_ETHNIC_LANGUAGE]->(ChildrensEducationalInstitutions),use of ethnic language in children’s educational institutions
126,paper1,Clyne1991,STATE,ConcentrationOfEthnicCommunitiesPlaysVitalRoleInMaintainingFirstLanguage,Page 6,High,(Clyne1991)-[STATE]->(ConcentrationOfEthnicCommunitiesPlaysVitalRoleInMaintainingFirstLanguage),Clyne (1991) states that the concentration of ethnic communities in a particular area plays a vital role in maintaining the first language.
127,paper1,GaroCommunity,IS_LOCATED_IN,MymensinghDivision,Page 6,High,// PASSAGE: (GaroCommunity)-[IS_LOCATED_IN]->(MymensinghDivision),The concentration of ethnic communities in a particular area plays a vital role in maintaining the first language.
128,paper1,Researcher,USED_SNOWBALL_TECHNIQUE,ParticipantSelection,Page 6,High,(Researcher)-[USED_SNOWBALL_TECHNIQUE]->(ParticipantSelection),"For the current research, around 19 Garo members from two different regions in the Mymensingh division are randomly chosen using the snowball technique."
129,paper1,Researcher,INITIALLY_KNEW,InitialParticipants,Page 6,High,(Researcher)-[INITIALLY_KNEW]->(InitialParticipants),"As the first researcher grew up in the research context, she initially knew some participants who later helped her to reach others."
130,paper1,Researcher,EXPLAINED_AIM_OBJECTIVES,Participants,Page 6,High,(Researcher)-[EXPLAINED_AIM_OBJECTIVES]->(Participants),"Before taking the interviews, participants were explained the aim and objectives of the research projects and then given the consent form to complete."
131,paper1,Researcher,PROMISED_PRIVACY,Participants,Page 6,High,(Researcher)-[PROMISED_PRIVACY]->(Participants),"They were assured that pseudonyms would be used as part of the privacy of their identity, and they could contact the researcher anytime to withdraw their names until the research project was submitted."
132,paper1,Participant,HAS_GENDER,FemaleOrMale,Page 6,High,(Participant)-[HAS_GENDER]->(FemaleOrMale),"Of 19 participants, about ten are female and nine are male."
133,paper1,Participant,VARIES_IN_AGE,AgeRange,Page 6,High,(Participant)-[VARIES_IN_AGE]->(AgeRange),Participants are divided into two age groups: age range 20-34 and age range 35-95.
134,paper1,GaroWomen,ARE_FROM,PhulpurThana,Page 7,High,// PASSAGE: (GaroWomen)-[ARE_FROM]->(PhulpurThana),Participants are from Phulpur Thana while six females and four males are from Haluaghat Thana under the Mymensing division (see Appendix 1: Table A2).
135,paper1,GaroMen,ARE_FROM,HaluaghatThana,Page 7,High,(GaroMen)-[ARE_FROM]->(HaluaghatThana),Participants are from Phulpur Thana while six females and four males are from Haluaghat Thana under the Mymensing division (see Appendix 1: Table A2).
136,paper1,Participants,ARE_FROM,DifferentProfessionalGroups,Page 7,High,(Participants)-[ARE_FROM]->(DifferentProfessionalGroups),Participants are also included from different professional groups to draw the exact picture of language maintenance and attitudes about language maintenance (see Appendix 1: Table A3).
137,paper1,Study,USES,SemiStructuredInterviews,Page 7,High,(Study)-[USES]->(SemiStructuredInterviews),This study has used semi-structured interviews as the main tool for data collection to gather information about participants’ language maintenance and perspectives towards Mandi language maintenance.
138,paper1,Interviewer,ROLE,ActiveListener,Page 7,High,(Interviewer)-[ROLE]->(ActiveListener),"In the semi-structured interviews, the role of the interviewer was an active listener as participants were asked many follow-up questions based on each response."
139,paper1,Interviews,TAKE_TIME,7Days,Page 7,High,(Interviews)-[TAKE_TIME]->(7Days),It took seven days to collect data.
140,paper1,Interviews,DURATION,20Minutes,Page 7,High,(Interviews)-[DURATION]->(20Minutes),Most of the interviews took nearly 20 minutes.
141,paper1,FirstTwoInterviews,DURATION,MoreThanOneHour,Page 7,High,(FirstTwoInterviews)-[DURATION]->(MoreThanOneHour),The first two took more than one hour.
142,paper1,Data,ARE_CODED,ThemesAndSubThemes,Page 7,High,(Data)-[ARE_CODED]->(ThemesAndSubThemes),Data were coded according to the themes and sub-themes of the research objectives.
143,paper1,GaroCommunityMembers,ARE_MOSTLY_USING,"FourDomains: {FamilyDomain, FriendshipDomain, ReligiousDomain, MediaDomain}",Page 7,High,"// PASSAGE: (GaroCommunityMembers)-[ARE_MOSTLY_USING]->(FourDomains: {FamilyDomain, FriendshipDomain, ReligiousDomain, MediaDomain})",This is because they are mostly used by this community members.
144,paper1,GaroCommunityPeople,ARE_NOT_ABLE_TO,SpeakInGaro: {OfficialLanguageBangla} @workPlaces,Page 7,High,(GaroCommunityPeople)-[ARE_NOT_ABLE_TO]->(SpeakInGaro: {OfficialLanguageBangla} @workPlaces),Garo community people are not able to speak in Garo at their work places.
145,paper1,WorkAndEducationDomains,ARE_INTEGRATED_INTO,FriendshipDomain,Page 7,High,(WorkAndEducationDomains)-[ARE_INTEGRATED_INTO]->(FriendshipDomain),work and education domains are integrated into the discussion of friendship domain.
146,paper1,Participants,WERE_ASKED,ReportLanguageUseAndPreference: Interviews,Page 7,High,(Participants)-[WERE_ASKED]->(ReportLanguageUseAndPreference: Interviews),Participants were asked to report their language use and preference in the interviews.
147,paper1,Participants,USE_LANGUAGE,InDifferentDomains,Page 7,High,(Participants)-[USE_LANGUAGE]->(InDifferentDomains),This section presents how and to what extent participants use language in different domains...
148,paper1,GaroCommunityMembersInBangladesh,USE_MOSTLY,MandiLanguageInFamily,Page 8,High,// PASSAGE: (GaroCommunityMembersInBangladesh)-[USE_MOSTLY]->(MandiLanguageInFamily),The existing research shows that family has the highest chance to use or maintain the language.
149,paper1,GaroCommunityMembersInBangladesh,USE_MANDILANGUAGE,Parents,Page 8,High,(GaroCommunityMembersInBangladesh)-[USE_MANDILANGUAGE]->(Parents),"This study found that the Mandi language is used mostly in the family, and both generations use it frequently."
150,paper1,GaroCommunityMembersInBangladesh,SELECTED,ParentsAndSiblings,Page 8,High,(GaroCommunityMembersInBangladesh)-[SELECTED]->(ParentsAndSiblings),Parents and siblings were selected because they were family members who were likely to have frequent contact with participants.
151,paper1,GaroCommunityMembersInBangladesh,SELECTED,Grandparents,Page 8,High,(GaroCommunityMembersInBangladesh)-[SELECTED]->(Grandparents),Grandparents were also selected because these family members were previously found to be promoting language maintenance.
152,paper1,GaroCommunityMembersInBangladesh,SELECTED,Relatives,Page 8,High,(GaroCommunityMembersInBangladesh)-[SELECTED]->(Relatives),Relatives are selected because relatives visit and have a long conversation during any kind of traditional program.
153,paper1,GaroCommunityMembersInBangladesh,HAVE_REGULAR_GATHERINGS,FamilyMembers,Page 8,High,(GaroCommunityMembersInBangladesh)-[HAVE_REGULAR_GATHERINGS]->(FamilyMembers),"Regular gatherings of family members, including extended family members, are usual in Mandi families."
154,paper1,Participants,USE_MANDILANGUAGE,Parents,Page 8,High,(Participants)-[USE_MANDILANGUAGE]->(Parents),"Almost all participants use the Mandi language with their parents, even those who do not talk about it outside because of their job and environment."
155,paper1,Participants,USE_MANDILANGUAGE,Themselves,Page 8,High,(Participants)-[USE_MANDILANGUAGE]->(Themselves),They also use the Mandi language with themselves.
156,paper1,GaroWomen,ARE_TRYING,ToTeachMandiLanguage,Page 8,High,// PASSAGE: (GaroWomen)-[ARE_TRYING]->(ToTeachMandiLanguage)-[TO]->(TheirChildren),Their mothers are trying to teach them the Mandi language.
157,paper1,GaroWomen,USE_MANDI,InConversation,Page 8,High,(GaroWomen)-[USE_MANDI]->(InConversation)-[WITH]->(Parents),I try to speak Mandi with my parents because they are not used to speak either in Bangla or in English. They will also not understand most of the Bangla word if we use them in our conversation.
158,paper1,GaroChildren,USE_MANDI,InConversation,Page 8,High,(GaroChildren)-[USE_MANDI]->(InConversation)-[WITH]->(Parents),I use Mandi if I speak with children.
159,paper1,GaroChildrenUnder15,SPEAK,BanglaOrEnglish,Page 8,High,(GaroChildrenUnder15)-[SPEAK]->(BanglaOrEnglish)-[WITH]->(FamilyMembers),The second generation who are below 15 and stay with the Bengali mainstream community speak either in Bangla or English with their family members.
160,paper1,GaroWomen,INITIATE,RetainingMandiUse,Page 9,High,(GaroWomen)-[INITIATE]->(RetainingMandiUse),The Chittagong University Journal of Social Sciences
161,paper1,GaroWomen,ARE_KNOWN_AS,ResidentsWhoLiveCloseToMainstreamCommunity,Page 9,High,// PASSAGE: (GaroWomen)-[ARE_KNOWN_AS]->(ResidentsWhoLiveCloseToMainstreamCommunity),Garo women live close to the mainstream community
162,paper1,GaroWomen,SPEAK,BanglaAndMandiWithSpouses,Page 9,High,(GaroWomen)-[SPEAK]->(BanglaAndMandiWithSpouses),They speak Bangla and Mandi with their spouses
163,paper1,GaroChildren,USE_LANGUAGE_WITH_SIBLINGS,MandiLanguage,Page 9,High,(GaroChildren)-[USE_LANGUAGE_WITH_SIBLINGS]->(MandiLanguage),All participants use Mandi language with their siblings
164,paper1,GaroChildren,TRY_TO_SPEAK,BanglaWithSiblingsWhenInfluencedBySchool,Page 9,High,(GaroChildren)-[TRY_TO_SPEAK]->(BanglaWithSiblingsWhenInfluencedBySchool),If children try to speak Bangla with their siblings as the school influences them
165,paper1,Mothers,ENCOURAGE_CHILDREN,NotToSpeakBanglaWithSiblings,Page 9,High,(Mothers)-[ENCOURAGE_CHILDREN]->(NotToSpeakBanglaWithSiblings),Their mother consciously encourages their children not to speak Bangla with their siblings
166,paper1,ParentsEducatedAndCityResidentsChildren,SPEAK_LANGUAGE,BanglaOrEnglishWithSiblings,Page 9,High,(ParentsEducatedAndCityResidentsChildren)-[SPEAK_LANGUAGE]->(BanglaOrEnglishWithSiblings),Their children speak Bangla or English with their siblings when parents are educated and live in a city
167,paper1,ParticipantsAged35OrAbove,SPEAK_LANGUAGE_WITH_SIBLINGS,MandiLanguage,Page 9,High,(ParticipantsAged35OrAbove)-[SPEAK_LANGUAGE_WITH_SIBLINGS]->(MandiLanguage),The participants aged 35 or above speak Mandi with their siblings
168,paper1,ParticipantsYoungerThan35,HAVE_LOW_TENDENCY,SpeakMandiWithSiblings,Page 9,High,(ParticipantsYoungerThan35)-[HAVE_LOW_TENDENCY]->(SpeakMandiWithSiblings),Those aged below 35 have a low tendency to speak Mandi with their siblings
169,paper1,GaroGrandchildren,SPEAK_LANGUAGE_WITH_GRANDPARENTS,MandiLanguage,Page 9,High,(GaroGrandchildren)-[SPEAK_LANGUAGE_WITH_GRANDPARENTS]->(MandiLanguage),Almost all interviewees speak the Mandi language with their grandparents because some said they do not understand Bangla very well
170,paper1,GaroCommunityMembersInBangladesh,HAVE_A_TRADITION,Multilingualism,Page 10,High,// PASSAGE: (GaroCommunityMembersInBangladesh)-[HAVE_A_TRADITION]->(Multilingualism),Language maintenance among Garo community members in Bangladesh
171,paper1,GaroGrandparents,ARE_KNOWN_AS,LowBanglaProficiency,Page 10,High,(GaroGrandparents)-[ARE_KNOWN_AS]->(LowBanglaProficiency),home with grandparents in this study. Hence the low Bangla proficiency of grandparents facilitates Mandi language maintenance in the family domain.
172,paper1,HighlyEducatedGaroParticipants,SPEAK,MandiAndBangla,Page 10,High,(HighlyEducatedGaroParticipants)-[SPEAK]->(MandiAndBangla),"The findings of this study demonstrate that highly educated participants maintain their language in one way, and the people who are not literate or highly educated maintain their language differently. Around five highly educated participants speak both Mandi and Bangla..."
173,paper1,HighlyEducatedGaroParticipants,START_CONVERSATIONS_WITH,Mandi,Page 10,High,(HighlyEducatedGaroParticipants)-[START_CONVERSATIONS_WITH]->(Mandi),...even though they start with Mandi greetings and end conversations with Bangla.
174,paper1,HighlyEducatedGaroParticipants,SPEAK_MANDI_WITH,RelativesWithNoLiteracy,Page 10,High,(HighlyEducatedGaroParticipants)-[SPEAK_MANDI_WITH]->(RelativesWithNoLiteracy),"However, they try to speak Mandi with their relatives who are old in age and have no literacy because they do not understand Bangla very well. The report, Example 6 (M1): I try to speak Mandi with our relatives. If I talk to them in Bangla, our older relatives may assume that I am speaking to them in Bangla although I am a Mandi."
175,paper1,EducatedGaroPeople,HAVE_DIFFERENT_ATTITUDES,LanguageUse,Page 10,High,(EducatedGaroPeople)-[HAVE_DIFFERENT_ATTITUDES]->(LanguageUse),"Again, there is a different attitude toward using language among educated people in terms of social class or level."
176,paper1,EducatedGaroPeople,USE_LANGUAGES,BanglaMandiEnglish,Page 10,High,(EducatedGaroPeople)-[USE_LANGUAGES]->(BanglaMandiEnglish),"They use Bangla, Mandi and English depending on the situation, mainly when they do not find the exact Mandi word for any terms in conversation."
177,paper1,EducatedGaroPeople,USE_REGIONAL_DIALECTS,Bangla,Page 10,High,(EducatedGaroPeople)-[USE_REGIONAL_DIALECTS]->(Bangla),"For example, we use Mymensingh's regional dialect when talking to people who live in rural areas."
178,paper1,EducatedGaroPeople,USE_STANDARD_BANGLA,HighlyEducatedGaroPeople,Page 10,High,(EducatedGaroPeople)-[USE_STANDARD_BANGLA]->(HighlyEducatedGaroPeople),"However, we try to use the standard Bangla language correctly when talking to our community's highly educated people."
179,paper1,GaroCommunity,DO_NOT_ACCEPT,UsingBanglaWithRelativesNegatively,Page 10,High,// PASSAGE: (GaroCommunity)-[DO_NOT_ACCEPT]->(UsingBanglaWithRelativesNegatively),They think of it as part of disrespect when they are talking in another language with their relatives.
180,paper1,GaroCommunity,RECOGNIZE,InfluenceOfRegionalAccents,Page 10,High,(GaroCommunity)-[RECOGNIZE]->(InfluenceOfRegionalAccents),They also recognise the influence of regional accents in using mainstream language in terms of education and socio-economic background.
181,paper1,GaroCommunity,USE,StandardBanglaLanguage,Page 10,High,(GaroCommunity)-[USE]->(StandardBanglaLanguage),"However, we try to use the standard Bangla language correctly when talking to our community's highly educated people."
182,paper1,GaroCommunity,USE,RegionalDialect,Page 10,High,(GaroCommunity)-[USE]->(RegionalDialect),singh's regional dialect when talking to people who live in rural areas.
183,paper1,GaroCommunity,CANNOT_AVOID,LocalMymensinghAccent,Page 10,High,(GaroCommunity)-[CANNOT_AVOID]->(LocalMymensinghAccent),"However, we cannot avoid the local Mymensingh accent in our conversation."
184,paper1,GaroWomen,ARE_HELPED_BY,ExtendedFamilyAndRelatives,Page 11,High,// PASSAGE: (GaroWomen)-[ARE_HELPED_BY]->(ExtendedFamilyAndRelatives)-[TO_MAINTAIN]->(MandiLanguage),The interview data show that extended family and relatives help them to maintain the Mandi language in their communities.
185,paper1,MandiCommunity,PLAY_A_SIGNIFICANT_ROLE,PreservationOfMandi,Page 11,High,(MandiCommunity)-[PLAY_A_SIGNIFICANT_ROLE]->(PreservationOfMandi),They are playing a significant role in preserving Mandi by transmitting it to the next generations and creating a positive language environment in their family domain.
186,paper1,MandiCommunity,LIVE_IN,HaluaghatThanaAndPhulpurThana,Page 11,High,(MandiCommunity)-[LIVE_IN]->(HaluaghatThanaAndPhulpurThana),This is also evident in family domain of the participants who are with higher socioeconomic backgrounds and live in both areas: Haluaghat Thana and Phulpur Thana.
187,paper1,HomeLanguagePreferenceOlderPeople,IS_HIGH,Mandi,Page 11,High,(HomeLanguagePreferenceOlderPeople)-[IS_HIGH]->(Mandi),A high preference for using Mandi was found at home among people aged 35 or above.
188,paper1,HomeLanguagePreferenceOlderPeople,USE_BANGLA,WhenComparingWithFirstClassJobHolders,Page 11,High,(HomeLanguagePreferenceOlderPeople)-[USE_BANGLA]->(WhenComparingWithFirstClassJobHolders),"Different scenarios were also found when comparing home language preferences among the first-class or good corporate job holders. Most of the time, they use the Bangla language at home as they speak in Bangla for a long time in a day, which makes them use Bangla automatically at home."
189,paper1,HomeLanguagePreferenceOlderPeople,USE_BANGLA,Priority,Page 11,High,(HomeLanguagePreferenceOlderPeople)-[USE_BANGLA]->(Priority),Bangla becomes their priority though they do not like it.
190,paper1,LocalJobholdersTeachersFarmers,PREFER_USING_MANDI,AtHome,Page 11,High,(LocalJobholdersTeachersFarmers)-[PREFER_USING_MANDI]->(AtHome),"On the contrary, the people who are local jobholders, teachers, and farmers prefer using Mandi at home."
191,paper1,YoungerPeople,PREFER_BANGLA,AtHome,Page 11,High,(YoungerPeople)-[PREFER_BANGLA]->(AtHome),"Again, it is found that people aged below 35 tend to prefer Bangla at home, and in their opinion, no one speaks Mandi here, and they have to spend the majority of the time with Bengali people, so they cannot speak Mandi though they want to speak."
192,paper1,YoungerPeople,SHOW_LOW_VALUE,Bilingualism,Page 11,High,(YoungerPeople)-[SHOW_LOW_VALUE]->(Bilingualism),This may lead to a shift from their mother tongue to Bangla language. They have a strong connection with the Bangla language and mainstream community and show low value to bilinguali
193,paper1,GaroWomen,ARE_KNOWN_AS,BilingualSpeakers,Page 11,High,// PASSAGE: (GaroWomen)-[ARE_KNOWN_AS]->(BilingualSpeakers),They have a strong connection with the Bangla language and mainstream community and show low value to bilingualism.
194,paper1,GaroWomen,USE_AT_HOME,MandiLanguage,Page 11,High,(GaroWomen)-[USE_AT_HOME]->(MandiLanguage),This result shows that most of the participants and users use and prefer Mandi language at home.
195,paper1,PreviousStudies,SUPPORT,"(Chowdhury, 2019; Chowdhury & Sol, 2021; Clyne, 1991",Page 11,High,"(PreviousStudies)-[SUPPORT]->((Chowdhury, 2019; Chowdhury & Sol, 2021; Clyne, 1991))-[FINDING]->(FamilyDomainIsImportantForLanguageMaintenance)","This result supports the findings of previous studies (Chowdhury, 2019; Chowdhury & Sol, 2021; Clyne, 1991) which found that the family domain is important to language maintenance because it has a high rate of community language use."
196,paper1,"Clyne, 1991",FINDING,GrandparentsPlayImportantRoleInLanguageMaintenance,Page 11,High,"(Clyne, 1991)-[FINDING]->(GrandparentsPlayImportantRoleInLanguageMaintenance)",This result supports Clyne’s (1991) finding and illustrates grandparents’ important role in language.
197,paper1,Study,DEMONSTRATES,DifferencesInLanguageMaintenanceAndShiftsBetweenYoungAndOldGenerations,Page 11,High,(Study)-[DEMONSTRATES]->(DifferencesInLanguageMaintenanceAndShiftsBetweenYoungAndOldGenerations),This study also demonstrates the differences in language maintenance and shifts in terms of young and old generations.
198,paper1,PeopleAbove35,HAVE_HIGHER_MAINTENANCE_AND_PREFERENCE,MandiLanguage,Page 11,High,(PeopleAbove35)-[HAVE_HIGHER_MAINTENANCE_AND_PREFERENCE]->(MandiLanguage),"The use and maintenance of Mandi language were found to be higher for the people who are above 35; on the other hand, the people who are below 35 have low maintenance and preference to use Mandi language."
199,paper1,VillageNearMandiStreamCommunity,HAS_HIGH_PREFERENCE,MandiLanguage,Page 11,High,(VillageNearMandiStreamCommunity)-[HAS_HIGH_PREFERENCE]->(MandiLanguage),The village near the big Mandi stream community still has a high preference to use Mandi compared to that village with the Bengali mainstream community.
200,paper1,ParticipantsLivingWithBengaliMainstreamCommunity,HAVE_HIGH_CHANCE_OF_LOSING,MandiLanguage,Page 11,High,(ParticipantsLivingWithBengaliMainstreamCommunity)-[HAVE_HIGH_CHANCE_OF_LOSING]->(MandiLanguage),The participants who are living with the Bengali mainstream community have a high chance of losing their Mandi one day because their young generation knows Bangla better due to the influence of the mainstream Bangla language.
201,paper1,GaroWomen,ARE_MORE_FAMILIAR_WITH,BanglaLanguage,Page 11,High,// PASSAGE: (GaroWomen)-[ARE_MORE_FAMILIAR_WITH]->(BanglaLanguage),Their young generation knows Bangla better due to the influence of the mainstream Bangla language.
202,paper1,GaroCommunityMembersInBangladesh,USE,"Mandi Language, Bangla Language, English Language",Page 12,High,"// PASSAGE: (GaroCommunityMembersInBangladesh)-[USE]->(Mandi Language, Bangla Language, English Language)","Participants of this study use Mandi, Bangla and English in their social domain depending on the language of the interlocutors."
203,paper1,GaroCommunityMembersInBangladesh,USE_MANDI_WITH,PeopleOfTheSameCommunity,Page 12,High,(GaroCommunityMembersInBangladesh)-[USE_MANDI_WITH]->(PeopleOfTheSameCommunity),"They report, Example 8 (F2) We use Mandi when we are talking with us (people of the same community), but we use Bangla with Bengali."
204,paper1,GaroCommunityMembersInBangladesh,USE_BANGLA_WITH,BengaliCommunity,Page 12,High,(GaroCommunityMembersInBangladesh)-[USE_BANGLA_WITH]->(BengaliCommunity),"They report, Example 7 (M1) Mandi, Bangla and English Mixed (gvw›`, evsjv, Bs‡iwR wg·W|). Also, they use Bangla with Bengali Avgiv Avgviv n‡j c‡i gvw›` ewj Z‡e ev½vwj n‡j evsjv ewj|"
205,paper1,GaroCommunityMembersInBangladesh,USE_MANDI_AUTOMATICALLY,DominantLanguage,Page 12,High,(GaroCommunityMembersInBangladesh)-[USE_MANDI_AUTOMATICALLY]->(DominantLanguage),"It is also noticeable in the data that Bangla comes into their conversation automatically, even when they are using Mandi in their family or social domain. It indicates the influence of the dominant language in the daily use of Mandi."
206,paper1,GaroCommunityMembersInBangladesh,LIVE_IN,TwoVillages,Page 12,High,(GaroCommunityMembersInBangladesh)-[LIVE_IN]->(TwoVillages),This study focuses on the participants' social networks as the data is collected from two villages.
207,paper1,OneVillage,NEAR_TO,BengaliMainstreamCommunity,Page 12,High,(OneVillage)-[NEAR_TO]->(BengaliMainstreamCommunity),"When they are asked to talk about their language use in their workplace, they report living near to Bengali mainstream community."
208,paper1,AnotherVillage,NOT_NEAR_TO,BengaliMainstreamCommunity,Page 12,High,(AnotherVillage)-[NOT_NEAR_TO]->(BengaliMainstreamCommunity),Another one is a non-Bengali mainstream community.
209,paper1,GaroWomen,ARE_FROM,TwoVillages,Page 12,High,// PASSAGE: (GaroWomen)-[ARE_FROM]->(TwoVillages),Two villages are from the passage.
210,paper1,OneVillage,IS_NEAR_TO,BengaliMainstreamCommunity,Page 12,High,(OneVillage)-[IS_NEAR_TO]->(BengaliMainstreamCommunity),One village is near to Bengali mainstream community.
211,paper1,M1,WORKS_AT,Russia,Page 12,High,(M1)-[WORKS_AT]->(Russia),My working place is in Russia so there is no Mandi.
212,paper1,M1,SPEAKS,EnglishOrBengali,Page 12,High,(M1)-[SPEAKS]->(EnglishOrBengali),I speak either English or Bengali.
213,paper1,M1,IS_THE_ONLY_ONE,MandiFamily,Page 12,High,(M1)-[IS_THE_ONLY_ONE]->(MandiFamily),We are the only one Mandi family over there.
214,paper1,F3,TEACHES_AT,School,Page 12,High,(F3)-[TEACHES_AT]->(School),I taught at school and there I spoke Bangla.
215,paper1,M4,PREFERs,Bangla,Page 12,High,(M4)-[PREFERs]->(Bangla),I prefer Bangla.
216,paper1,F5,SPEAKS,Bangla,Page 12,High,(F5)-[SPEAKS]->(Bangla),I speak Bangla.
217,paper1,GaroPeople,HAVE_SOCIAL_NETWORKS,BengaliCommunity,Page 13,High,(GaroPeople)-[HAVE_SOCIAL_NETWORKS]->(BengaliCommunity),The participants use Bangla in their workplace.
218,paper1,GaroPeople,HAVE_SOCIAL_NETWORKS,MandiCommunity,Page 13,High,(GaroPeople)-[HAVE_SOCIAL_NETWORKS]->(MandiCommunity),The people who live in larger Mandi communities have a robust social network only with the members of the Mandi community.
219,paper1,GaroPeople,HAVE_DIFFERENT_SOCIAL_NETWORKS,BasedOnLocation,Page 13,High,(GaroPeople)-[HAVE_DIFFERENT_SOCIAL_NETWORKS]->(BasedOnLocation),"In contrast, the people who live near the Bengali mainstream community have a strong social network with both Bengali and Mandi communities."
220,paper1,GaroYoungGeneration,ARE_MORE_INVOLVED,Community,Page 13,High,(GaroYoungGeneration)-[ARE_MORE_INVOLVED]->(Community),It is also noticeable here that the young generation is more involved in the community than the old generation when they live close to the Mandi concentrated areas.
221,paper1,GaroPeople,PREFER_TO_STAY,CommunityMembers,Page 13,High,(GaroPeople)-[PREFER_TO_STAY]->(CommunityMembers),"Mandi people love to stay with their community members, although it is always impossible due to their job purpose."
222,paper1,FirstClassJobHolderParticipant,NOT_INVOLVED,MandiCommunity,Page 13,High,(FirstClassJobHolderParticipant)-[NOT_INVOLVED]->(MandiCommunity),"For this study, only a first-class job holder participant is not involved with Mandi community but is heavily involved with the Bengali community."
223,paper1,GaroPeopleAbove35,SPEAK_MANDI,CoWorkers,Page 13,High,(GaroPeopleAbove35)-[SPEAK_MANDI]->(CoWorkers),"Participants who do the job in the same place or farming, teaching, and so on. They speak Mandi entirely with their Mandi co-workers."
224,paper1,HighlyEducatedPeople,SPEAK_BANGLA_OR_ENGLISH,GaroPeople,Page 13,High,(HighlyEducatedPeople)-[SPEAK_BANGLA_OR_ENGLISH]->(GaroPeople),"Participants who do the job in capital or other different places across the country, their situation is like highly educated people who speak Bangla or English with them."
225,paper1,MandiLanguageUsage,LOWER_EXTENT,SocialFriendshipDomain,Page 13,High,(MandiLanguageUsage)-[LOWER_EXTENT]->(SocialFriendshipDomain),Findings of this study show that the extent of using Mandi language in the social or friendship domain is not as high as in the family domain.
226,paper1,MandiPeople,USE_LANGUAGE,MandiLanguage,Page 13,High,(MandiPeople)-[USE_LANGUAGE]->(MandiLanguage) when interacting with Mandi colleagues or friends.,"If they have a Mandi colleague, they speak Mandi or if they talk with Mandi friends, they use Mandi language."
227,paper1,MandiPeople,USE_LANGUAGE,BanglaLanguage,Page 13,High,(MandiPeople)-[USE_LANGUAGE]->(BanglaLanguage) when interacting in professional settings.,"However, it is interesting to mention here that the highly educated Mandi people greet one another in Mandi at their workplace, but they continue the rest of their conversation in Bangla."
