subject,predicate,object,sentence_location
GaroPeople,SPEAK_LANGUAGE,MandiLanguage,null
GaroPeople,SPEAK_LANGUAGE,Bangla,null
GaroPeople,SPEAK_LANGUAGE,English,null
GaroPeople,HAVE_SOCIAL_NETWORK,MandiCommunity,null
GaroPeople,HAVE_SOCIAL_NETWORK,BengaliCommunity,null
GaroPeople,HAVE_A_LITERACY_RATE,90%,null
GaroYoungGeneration,ARE_MORE_INVOLVED,MandiCommunity,null
FirstClassJobHolderGaroParticipant,NOT_INVOLVED,MandiCommunity,null
GaroPeopleAbove35,SPEAK_MANDI,Entirely,null
GaroPeopleOutsideLocalArea,SPEAK_BANGLA_OR_ENGLISH,WithMandiCoWorkers,null
MandiPeople,PREFER,LivingWithEachOther,null
MandiPeople,USE_LANGUAGE,MandiLanguage,null
MandiPeople,USE_LANGUAGE,BanglaLanguage,null
MandiPeople,NEED_LANGUAGE,BanglaOrEnglish,null
MandiPeople,PREFER_TO_LIVE_WITH,OtherMandiPeople,null
MandiPeople,CANNOT_FEEL_SPIRITUAL,WhenPrayingInMandiLanguage,null
MandiPeople,NEED,BanglaOrEnglish,null
YoungerMandiPeople,LIVE_NEAR,MandiConcentratedAreas,null
OlderMandiPeople,LIVE_NEAR,BengaliMainstreamCommunity,null
SomeParents,MAKE_CONSCIOUS,MandiLanguageUse,null
SomeParents,MAKE_CONSCIOUS,(GaroChildren,null
StudyingLanguageChoiceAndPreference,DEMONSTRATES,VitalRoleInMaintainingMandiLanguage,null
LanguageUseInFriendshipDomain,PROVES,CommunitySupportAndWillingnessToRetainEthnicLanguage,null
ReligiousDomain,NOT_SIGNIFICANT,MandiLanguageMaintenance,null
ReligiousDomain,NOT_SIGNIFICANT,MaintainingMandiLanguage,null
Informants,GO_TO,Church,null
Church,USES,BanglaLanguage,null
Church,USES,Bangla,null
Church,USES_LANGUAGE,Bangla,null
MandiPeopleBangladesh,USE_ROMAN_ALPHABET,ForWritingMandiLanguage,null
MandiPeopleBangladesh,USE_ROMAN_ALPHABET_FOR_WRITING,TheirLanguage,null
MandiPeopleBangladesh,USE_BENGALI_SCRIPT,ForReligiousPurposes,null
MandiReligiousScript,IS_WRITTEN_IN,AchikLanguage,null
MandiDay,IS_A_GREAT_DAY,MaintainMandiLanguageInReligiousDomain,null
ClyneAndKipp,STATE,MediaConsumptionCorrelatesWithSecondGenerationCommunityLanguageProficiencyLevel,null
ClyneAndKipp,STATE,(MediaConsumptionCorrelatesWithCommunityLanguageProficiency,null
GaroLanguageFirstGeneration,LACK,RichAudioVideoDocumentsOrSources,null
GaroLanguageYoungerGenerations,SHOW_INTEREST,MakeAudioAndVideoContent,null
SometimesMandiLanguageSongsAndDances,ARE_BROADCASTED,BangladeshNationalTVShow,null
IndigenousDay,TELECASTED_SOME_CULTURAL_PROGRAMS,BTV,null
IndigenousDay,SOME_CULTURAL_PROGRAMS_TELECASTED,BTV,null
Media,IS_IMPORTANT,MaintainLanguage,null
YoungGaroGeneration,USE,SocialMedia,null
YoungGaroGeneration,DEVELOP_CULTURAL_GROUPS,MandiLanguageCulture,null
MandiLanguageCulture,ARE_BEING_SAVED,CulturalGroupsBasedOnMandi,null
GlobalizedWorld,PRESERVATION_ETHNIC_LANGUAGE,YoungerGenerations,null
GaroEducationSystem,BASED_ON,Bengali,null
OneFemaleInterviewee,READ_WRITE_MANDI,Yes,null
OtherParticipants,READ_WRITE_MANDI,No,null
ResourcesToReadWriteMandi,EXIST,None,null
NoNovelColumnWritersBasedOnMandiLanguage,EXIST,None,null
BangladeshGovernment,TEACH_GAROCHILDREN,MandiLanguage,null
BangladeshGovernment,HAS_COMMITTED,PoliciesStrategiesDeclarationsSDG4,null
BangladeshGovernment,HAS_STARTED,ImplementationOfPlan,null
BangladeshGovernment,HAS_PUBLISHED_BOOKS,ChakmaMarmaTripuraGaroAndSadriLanguages,null
BangladeshGovernment,DECIDE,ProvideMotherTongueBasedEducation,null
BangladeshGovernment,IGNORE,MultilingualMakeup,null
GaroCommunitySchools,TEACH,Garotongue,null
GaroCommunitySchools,HAVE_NUMBER_OF_STUDENTS,135,null
ShiftFromMandiToBangla,ACCELERATOR,FactorsNotSpecified,null
ParticipantsLanguageUseAndPreferencesInsideFamily,ANALYSED,ThisStudy,null
MandiLanguageUsagePreferenceAgedBelow35,IS_FIRST_CHOICE,People,null
MandiLanguageUsagePreferenceAgedAbove35,IS_FIRST_CHOICE,People,null
MandiLanguageUsagePreferenceLocation,IS_DEPENDENT_ON,CommunityLocation,null
ParentsAttitudeTowardsGaroLanguage,VARIES,StrictMaintenanceVsPensiveOrPassive,null
ParentsAttitudeTowardsGaroLanguage,INFLUENCES,MandiLanguageUsageByChildren,null
YoungGenerationAndEducatedGuardians,EMPHASIZE,BanglaLanguage,null
YoungGenerationAndEducatedGuardians,EMPHASIZE,EnglishLanguage,null
YoungGenerationAndEducatedGuardians,EMPHASIZE,BanglaAndEnglishLanguage,null
YoungGenerationGaroFamily,PREFER,BanglaLanguage,null
YoungGenerationGaroFamily,PREFER_NOT,MandiLanguage,null
GaroPeopleBigMandiCommunity,HAVE_OPPORTUNITY,UseMandiLanguage,null
GaroPeopleBigMandiCommunity,USE_MORE,MandiLanguage,null
FamilyDomainGaroCommunity,BEST_DOMAIN,MandiLanguage,null
FamilyDomainGaroCommunity,BEST_DOMAIN,UseMandiLanguageAtHome,null
OlderGenerationsGaroCommunity,TRY_TO_MAINTAIN,TheirLanguage,null
OlderGenerationsGaroCommunity,TRY_MAINTAIN,MandiLanguage,null
StakeholdersElderlyCommunityMembers,SHOULD_ENCOURAGE,AwarenessOfMandiLanguageMaintenance,null
StakeholdersElderlyCommunityMembers,SHOULD_START,EncouragementBeforeShift,null
SampleSizeInterviews,IS,19,null
InDepthQualitativeInquiry,IS_CONDUCTED_ON,GaroCommunityMembersBangladesh,null
LanguageMaintenanceGaroCommunityBangladesh,IS_AFFECTED_BY,ConcentrationOfGaroSpeakers,null
LanguageMaintenanceGaroCommunityBangladesh,IS_AFFECTED_BY,ProximityToMainstreamCommunity,null
LanguageMaintenanceGaroCommunityBangladesh,IS_AFFECTED_BY,Age,null
MandiLanguageUsageInHouseholds,IS_INFLUENCED_BY,Mother,null
GaroLanguageUseInPublicSettings,IS_RESTRICTED_BY,OfficialUseOfBangla,null
GaroLanguageMaintenanceSupport,IS_PROVIDED_BY,FamilyAndCommunity,null
GaroLanguageShift,OCCURS,Somwhere,null
GaroLanguageShift,IS_TOWARDS,Som,null
BangladeshGovernmentBooks,ARE_FOR,PrePrimaryAndPrimarySchool,null
BangladeshGovernmentPolicy,RECOMMENDS,ProvidingAllChildrenWithPPE,null
BangladeshGovernmentPolicy,RECOMMENDS,ExpandingCompulsoryEducationToGrade8,null
GaroLanguageMaintenance,ACCELERATED_BY,StateLanguagePolicyAndEducationInMotherTongue,null
Garo Community,HAS_LANGUAGE,Modhupur Mandi,null
Garo Community,IS_STUDIED_IN,Sociolinguistic Survey,null
Garo Community,IS_STUDIED_IN,War-Jaintia,null
Garo Community,IS_REFERENCED_IN,ChittagongUniversityJournalofSocialSciences,null
Modhupur Mandi,HAS_VOLUME,Volume 2,null
Santals,ARE_STUDIED_IN,Bangladesh,null
Bangladeshi Migrants,STUDIED,Language and culture maintenance,null
ChangingGaroCulture,IS_ANALYZED_IN,MarriageRitualsCaseStudy,null
GarosOfBangladesh,HAVE_A_RELIGION,Unspecified,null
BishnupriyaManipuriSpeakersInBangladesh,SPEAK,BishnupriyaManipuriLanguage,null
SantaliClusterInBangladesh,SPEAK,SantaliLanguage,null
SantaliClusterInBangladesh,IS_STUDIED_IN,SociolinguisticSurvey,null
EarlyChineseEmpires,HAVE_AN_IMPACT_ON,Unknown,null
NationalEducationPolicy2010,IS_ISSUED_BY,GovernmentOfBangladesh,null
GovernmentOfBangladesh,HAS_STARTED,InitialWorksOfImplementation,null
GovernmentOfBangladesh,HAS_PUBLISHED,BooksInFiveLanguages,null
GovernmentOfBangladesh,HAS_RECOMMENDED,ProvidingAllChildrenWithPPE,null
GovernmentOfBangladesh,HAS_RECOMMENDED,ExpandingCompulsoryEducationToGrade8,null
ChittagongHillTracts,ARE_AN_AREA,Bangladesh,null
ChittagongHillTracts,IS_DISCUSSED_IN,TheEmergenceOfBangladesh,null
GaroEthnicPeopleOfSalForestsInBangladesh,LIVE_IN,SalForests,null
LimburgsAndSwabian,HAVE_A_CASE_STUDY_ON_LANGUAGE_MAINTENANCE,Unknown,null
UNESCO,CELEBRATES,PowerOfMotherLanguages,null
TeacherPrimary,ARE_KNOWN_AS,GaroWomen,null
DeputyCommissioner,IS_A,GaroMan,null
ChristianReligion,IS_FOLLOWED_BY,GaroCommunityMembers,null
HaluaghatLocation,IS_LOCATED_IN,GaroCommunityMembers,null
PhulpurLocation,IS_LOCATED_IN,GaroCommunityMembers,null
Electrician,IS_A,GaroMan,null
Retired,IS_A,GaroMan,null
Sister,IS_A,GaroWoman,null
PersonalAssistant,IS_A,GaroWoman,null
Housewife,IS_A,GaroWoman,null
Housewife,ARE_KNOWN_AS,Female,null
Unemployee,IS_A,GaroMan,null
Student,IS_A,GaroMan OR GaroWoman,null
Student,ARE_KNOWN_AS,Male or Female,null
BangladeshPopulation,SPEAK_FIRST_LANGUAGE,Bangla,null
GovernmentBangladesh,DECIDED,ProvideMotherTongueBasedEducation,null
MinistryOfEducationBangladesh,INITIATED,IntroduceTextbooksInGaroLanguage,null
GaroHighestNumber,IS_NOTICABLE_IN,"Haluaghat, Netrokona, Mymensing, and Modhupur",null
GaroScatteredLocations,LIVES_IN,"Sherpur, Tangail, and Jamalpur districts",null
GaroMainDialect,IS,A'beng,null
GaroLanguageScript,USES,Roman alphabet,null
MainstreamSocietyCallsGaro,IS_CALLED,Garo,null
BurlingStudyOnGaroWasAnthropological,IS_TRUE,TRUE,null
BurlingMentionedHistoryOfOriginOfGaroLanguage,IS_TRUE,TRUE,null
TheyAskIfWeEatFrogsIsABookByEllenBal,IS_TRUE,TRUE,null
SecondPartOfTheyAskIfWeEatFrogsDescribesGaroHistoryAndConstitution,IS_TRUE,TRUE,null
Islam2008FocusesOnOriginAndHistoryOfGaro,IS_TRUE,TRUE,null
GaroMembers,VARIES_AGES,Ages,null
GaroMembers,DIVIDED_BY_AGE,TwoAgeGroups,null
GaroCommunityPeople,ARE_NOT_ABLE_TO_SPEAK_AT,Workplaces,null
WorkDomain,IS_DISCUSSED_IN,FriendshipDomain,null
InterviewParticipants,USE_MANDILANGUAGE_WITH,Parents,null
InterviewParticipants,USE_MANDILANGUAGE_WITH,Themselves,null
Siblings,ARE_SELECTED_FOR_INTERVIEW,BecauseOfFrequentContactWithParticipants,null
Grandparents,ARE_SELECTED_FOR_INTERVIEW,BecauseOfPromotingLanguageMaintenance,null
Grandparents,PLAY_AN_IMPORTANT_ROLE_IN,LanguageMaintenance,null
Relatives,ARE_SELECTED_FOR_INTERVIEW,BecauseOfLongConversationsDuringTraditionalPrograms,null
ParentsEducatedAndCityResidentsChildren,SPEAK_LANGUAGE,BanglaOrEnglishWithSiblings,null
ParticipantsAged35OrAbove,SPEAK_LANGUAGE_WITH_SIBLINGS,MandiLanguage,null
SomeInterviewees,DO_NOT_UNDERSTAND,BanglaVeryWell,null
EducatedGaroPeople,HAVE_DIFFERENT_ATTITUDES,LanguageUse,null
EducatedGaroPeople,USE_LANGUAGES,BanglaMandiEnglish,null
EducatedGaroPeople,USE_REGIONAL_DIALECTS,Bangla,null
EducatedGaroPeople,USE_STANDARD_BANGLA,HighlyEducatedGaroCommunity,null
HomeLanguagePreferenceByAge,DIFFER_BY_AGE,MandiCommunity,null
HomeLanguagePreferenceByJobStatus,DIFFER_BY_JOB_STATUS,MandiCommunity,null
FirstClassJobHolders,PRIORITY,BanglaLanguage,null
FirstClassJobHolders,USE_BANGLA_AT_HOME,MandiCommunity,null
LocalJobholdersTeachersFarmers,PREFER_USING_MANDI_AT_HOME,MandiCommunity,null
AgeGroupAbove35,HAVE_HIGHER_MAINTENANCE_AND_PREFERENCE,MandiLanguage,null
AgeGroupBelow35,HAVE_LOW_MAINTENANCE_AND_PREFERENCE,MandiLanguage,null
VillageWithBengaliMainstreamCommunity,HAS_A_LOW_PREFERENCE,MandiLanguage,null
GaroFirstClassJobHolder,NOT_INVOLVED,MandiCommunity,null
LanguageChoiceAndPreference,DEMONSTRATED_IN_FRIENDSHIP_DOMAIN,VitalRoleInMaintainingMandiLanguage,null
ReligiousScriptMandiPeopleAssam,IS_WRITTEN_IN,AchikLanguage,null
SomeFamilies,TAKE_INITIATIVES,OrganizeReligiousProgramsAndRituals,null
Sunday,IS_A_GREAT_DAY,MaintainMandiLanguage,null
FirstGenerationGaro,DO_NOT_HAVE,RichAudioVideoDocumentsOrSources,null
YoungerGenerationsGaro,ARE_INTERESTED_IN,MakingAudioAndVideoContent,null
TheyDoNotHaveMedia,CAN_BE,PrintMediaOrSoftMedia,null
ParticipantsOfThisStudy,ARGUE,(YoungGenerationAgedBelow35UseSocialMedia,null
MandiLanguageYoungGeneration,DEVELOP,CulturalGroups,null
CulturalGroupsBasedOnMandi,ARE_BASED,SocialMedia,null
DomainsPlayingSignificantRoleInMandiLanguageMaintenance,ARE,SignificantRoleInMaintainingMandiLanguage,null
PreferenceOfPeopleAgedBelowAndAbove35,IS,MandiLanguageUsageAtHome,null
LocationOfPeople,INFLUENCES,PreferenceForMandiLanguageAtHome,null
ParentsInGaroLanguage,HAVE_MORE_POSITIVE_ATTITUDES,ReasonForChildrenSpeakingGaro,null
ParentsAttitudesTowardsMandiLanguage,VARY,AttitudesTowardsMandiLanguageMaintenance,null
GaroPeopleLivingInEthnicBasedVillages,FACE_LANGUAGE_MAINTENANCE_PROBLEMS,ProblemsWithMandiLanguageMaintenance,null
ReasonForEmphasizingBanglaAndEnglish,IS_TO_ENJOY_BETTER_LIFE_OPPORTUNITIES,BetterLifeOpportunities,null
EducatedGuardiansGaroFamily,EMPHASIZE,BanglaEnglishLanguage,null
AwarenessMaintainingMotherTongueGaroCommunity,NEEDS_ENCOURAGEMENT,StakeholdersElderlyMembers,null
SecondGenerationGaroCommunityPeople,NEEDS_RESEARCH,PerceptionExperiencesLanguageMaintenance,null
FutureResearchMandiLanguage,BROADER_PERSPECTIVE,DifferentGenerationsVillages,null
SampleSizeStudy,CONSIDERED,19Interviews,null
StateLanguagePolicyAndEducation,ACCELERATES,GaroLanguageMaintenance,null
ParticipantsOfStudy,ARE_HOPEFUL,SustenanceOfGaroLanguage,null
Garo Women,ARE_KNOWN_AS,SkilledBeauticians,null
Santali Cluster in Bangladesh,IS_A_SOCIOLINGUISTIC_SURVEY,"Ahmed, S., Kim, S., Kim, A., & Sangma, M. (2010",null
War-Jaintia in Bangladesh,IS_A_SOCIOLINGUISTIC_SURVEY,"Brightbill, J., Kim, A., & Kim, S. (2007",null
Modhupur Mandi Garo Language,HAS_GRAMMAR_VOLUME_I,"Burling, R. (2003",null
Modhupur Mandi Garo Language,HAS_GRAMMAR_VOLUME_II,"Burling, R. (2004",null
Santals of Bangladesh,IS_REFERENCED_IN,"Cavallaro, F., & Rahman, T. (2009",null
"Language and culture maintenance among Bangladeshi migrants in Southeast Queensland, Australia",IS_A_DOCTORAL_DISSERTATION,"Chowdhury, F. Y. (2019",null
GaroCulture,IS_STUDIED_IN,MarriageRitualsCaseStudy,null
GaroEthnicPeopleInSalForests,ARE_STUDIED_IN,CaseStudyOnGaroEthnicPeople,null
LimburgsAndSwabianImmigrantDialects,ARE_STUDIED_IN,DiglossiaCaseStudy,null
MandiWomen,HAVE_A_TRADITION,TraditionalBeautyRituals,null
MandiWomen,UNDERGO_A_RITUAL,M=6,null
TableA3,CONTAINS,ParticipantDetailsBasedOnProfessions,null
ParticipantDetailsBasedOnProfessions,HAS_PART,MaleParticipants,null
MaleParticipants,CONTAINS,TeacherPrimary,null
MaleParticipants,CONTAINS,PrivateJobNGO,null
MaleParticipants,CONTAINS,DeputyCommissioner,null
MaleParticipants,CONTAINS,Electrician,null
MaleParticipants,CONTAINS,Retired,null
MaleParticipants,HAS_RELATIONSHIP,FemaleParticipants,null
FemaleParticipants,CONTAINS,Sister,null
FemaleParticipants,CONTAINS,Housewife,null
FemaleParticipants,CONTAINS,Student,null
FemaleParticipants,CONTAINS,PA,null
FemaleParticipants,CONTAINS,Un-employee,null
FemaleParticipants,HAS_RELATIONSHIP,OtherProfessions,null
Un-employee,ARE_KNOWN_AS,Male,null
OtherProfessions,CONTAINS,Farmers,null
TableA4,CONTAINS,ParticipantDetails,null
ParticipantDetails,HAS_PART,Gender,null
ParticipantDetails,HAS_PART,AgeGroup,null
ParticipantDetails,HAS_PART,Profession,null
ParticipantDetails,HAS_PART,Religion,null
ParticipantDetails,HAS_PART,Location,null
ParticipantDetails,HAS_RELATIONSHIP,ChristianCommunityMembers,null
ChristianCommunityMembers,CONTAINS,DeputyCommissioner,null
ChristianCommunityMembers,CONTAINS,Electrician,null
ChristianCommunityMembers,CONTAINS,Retired,null
ChristianCommunityMembers,CONTAINS,Sister,null
ChristianCommunityMembers,CONTAINS,PersonalAssistant,null
ChristianCommunityMembers,CONTAINS,Housewife,null
ChristianCommunityMembers,CONTAINS,Unemployee,null
ChristianCommunityMembers,CONTAINS,Student,null
ChristianCommunityMembers,CONTAINS,Teacher,null
ChristianCommunityMembers,CONTAINS,NGOemployee,null
ChristianCommunityMembers,CONTAINS,ManagingDirector,null
ChristianCommunityMembers,CONTAINS,Farmer,null
Teacher,ARE_KNOWN_AS,Female,null
Farmer,ARE_KNOWN_AS,Male,null
